affiliation,glottocode,language,iso,level,area,latitude,longitude
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Kenhatic,Zangskari",uppe1471,Upper Zanskari,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic",balt1258,Balti,bft,language,Eurasia,34.4491,77.2859
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic",puri1258,Purik-Sham-Nubra,prx,language,Eurasia,34.3386,76.0127
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic,Purik-Sham-Nubra",puri1263,Purik,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic,Purik-Sham-Nubra",sham1283,Sham-Nubra,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic,Purik-Sham-Nubra,Sham-Nubra",nubr1242,Ldumra,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Early Old Tibetan,Western Archaic Tibetan,Shamskatic,Purik-Sham-Nubra,Sham-Nubra",sham1264,Shamma,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Dakpa-Dzala",dakp1242,Dakpakha,dka,language,Eurasia,27.3762,91.8245
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Dakpa-Dzala",dzal1238,Dzalakha,dzl,language,Eurasia,27.7855,91.374
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Dakpa-Dzala,Dzalakha",khom1239,Khomakha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic",bumt1240,Bumthangkha,kjz,language,Eurasia,27.6494,90.8037
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Bumthangkha",chog1238,Chogor,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Bumthangkha",chun1246,Chunmat,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Bumthangkha",tang1332,Tang (Bhutan),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Bumthangkha",uraa1244,Ura,NA,dialect,Eurasia,27.466667,90.9
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic",khen1241,Khengkha,xkf,language,Eurasia,27.0879,90.8633
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Khengkha",lowe1399,Lower Kheng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Khengkha",midd1326,Middle Kheng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic,Khengkha",uppe1410,Upper Kheng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic,Bumthangic",kurt1248,Kurtokha,xkz,language,Eurasia,27.5365,90.9822
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Chali-Bumthangic",chal1267,Chalikha,tgf,language,Eurasia,27.3231,91.262
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic",nyen1254,Upper Mangdep,neh,language,Eurasia,27.3732,90.3947
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Upper Mangdep",chut1248,Chutobikha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Mainstream East Bodish,Phobjib-Chali-Bumthangic,Upper Mangdep",phob1239,Phobjikha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish",olek1239,Olekha,ole,language,Eurasia,27.2079,90.5546
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Olekha",olee1239,'Ole,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Olekha",east2810,Eastern Black Mountain Mönpa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Olekha,Eastern Black Mountain Mönpa",nort3291,Northeastern Olekha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,East Bodish,Olekha,Eastern Black Mountain Mönpa",sout3272,Southeastern Olekha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic",kala1376,Kalaktang Monpa,kkf,language,Eurasia,27.073067000000002,92.142965
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic",tsha1245,Tshangla,tsj,language,Eurasia,27.3694,91.7741
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic,Tshangla",bjok1234,Bjokapakha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic,Tshangla",dira1243,Dirang Tshangla,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic,Tshangla",dung1256,Dungsam,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic,Tshangla",mong1350,Mongar-Trashigang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Tshangla-East Bodish,Tshanglic,Tshangla",yabr1234,Yabrang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Bodish,Unclassified Bodish",basu1243,Basum,NA,language,Eurasia,29.986842,93.881454
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale",kuta1241,Kutang Ghale,ght,language,Eurasia,28.3808,84.93
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Kutang Ghale",bihi1238,Bihi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Kutang Ghale",chak1267,Chak (Nepal),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Kutang Ghale",rana1247,Rana,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale",nort2709,Northern Ghale,ghh,language,Eurasia,28.2332,84.929
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Northern Ghale",jaga1246,Jagat,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Northern Ghale",khor1243,Khorla,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Northern Ghale",nyak1258,Nyak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Northern Ghale",phil1244,Philim,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Northern Ghale",uiya1236,Uiya,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale",sout2715,Southern Ghale,ghe,language,Eurasia,28.106,84.8511
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Southern Ghale",barp1238,Barpak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Southern Ghale",kyau1238,Kyaura,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Ghale,Southern Ghale",lapr1238,Laprak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic",guru1261,Gurung,gvr,language,Eurasia,27.41687,86.28988
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung",east2345,Eastern Gurung,ggn,dialect,Eurasia,28.4368,84.58145
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung",gork1242,Gorkha Gurung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung",lamj1244,Lamjung Gurung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung",tamu1246,Tamu Kyi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung",west2414,Western Gurung,NA,dialect,Eurasia,27.4169,86.2899
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung,Western Gurung",nort2710,Northwestern Gurung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Gurung,Western Gurung",sout2716,Southern Gurung,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu",mana1288,Manange,nmm,language,Eurasia,28.6416,84.0515
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu,Manange",prak1243,Prakaa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu",narp1239,Nar Phu,npa,language,Eurasia,28.76714,84.22852
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu,Nar Phu",narr1258,Nar,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Manangba-Nar-Phu,Nar Phu",phuu1238,Phu,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal",chan1310,Chantyal,chx,language,Eurasia,28.684,83.4488
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal",thak1245,Thakali,ths,language,Eurasia,28.7014,83.6466
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal,Thakali",marp1238,Marpha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal,Thakali",syan1241,Syang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Gurungic,Thakali-Chantyal,Thakali",tukc1238,Tukche,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang",east2346,Eastern Gorkha Tamang,tge,language,Eurasia,28.2213,84.9451
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Eastern Gorkha Tamang",kasi1252,Kasigaon,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Eastern Gorkha Tamang",kero1242,Kerounja,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang",east2347,Eastern Tamang,taj,language,Eurasia,27.3239,87.0832
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Eastern Tamang",cent2001,Central-Eastern Tamang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Eastern Tamang",oute1247,Outer-Eastern Tamang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang",west2415,Western Tamang,tdg,language,Eurasia,28.0239,85.0563
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Western Tamang",nort2711,Northwestern,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Western Tamang",rasu1238,Rasuwa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Western Tamang",sout2717,Southwestern,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Nuclear Tamang,Western Tamang",tris1240,Trisuli,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic",seke1240,Seke (Nepal),skj,language,Eurasia,28.9251,83.8064
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Seke (Nepal)",chuk1269,Chuksang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Seke (Nepal)",tang1333,Tangbe,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic,Ghale-Tamangic,Tamangic,Seke (Nepal)",teta1238,Tetang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,Kaike-Ghale-Tamangic",kaik1246,Kaike,kzq,language,Eurasia,28.853,83.1384
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish",gahr1239,Bunan,bfu,language,Eurasia,32.2168,77.9596
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish",rong1264,Rongpo,rnp,language,Eurasia,30.528,79.567
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish,Rongpo",marc1245,Marchha (India),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish,Rongpo",tolc1238,Tolchha,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish",suna1241,Sunam,ssk,language,Eurasia,31.808,78.4513
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Central-Eastern West Himalayish,Unclassified Central-Eastern West Himalayish",zhan1239,Zhangzhung,xzh,language,Eurasia,31.066667,81.3125
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi",chau1259,Chaudangsi,cdn,language,Eurasia,29.7033,80.4832
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi",byan1241,Byangsi,bee,language,Eurasia,29.92002,80.63653
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi,Byangsi",dhul1234,Dhuleli,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi,Byangsi",kuti1243,Kuti,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi,Byangsi",pang1283,Pangjungkho Boli,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi,Byangsi",yerj1238,Yerjungkhu Boli,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh,Darma-Byangsi-Chaudangsi,Darma-Byangsi",darm1243,Darma,drd,language,Eurasia,29.8629,80.5439
"Sino-Tibetan,Bodic,West Himalayish,Eastern West Himalayish,Pithauragarh",rang1266,Rangkas,rgk,language,Eurasia,29.2278,80.0845
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric",chit1279,Chitkuli Kinnauri,cik,language,Eurasia,31.2965,78.5287
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric",kana1283,Kanashi,xns,language,Eurasia,32.2843,77.1553
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric",kinn1249,Kinnauri,kfk,language,Eurasia,31.3688,78.3148
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Kinnauri",kalp1234,Kalpa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Kinnauri",nich1234,Nichar,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Kinnauri",sang1346,Sangla,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Kinnauri,Sangla",razg1239,Razgramang,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Kinnauri,Sangla",tukp1240,Tukpa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Thebor",jang1254,Jangshung,jna,language,Eurasia,31.5666,78.4344
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Kinnauric,Thebor",shum1243,Shumcho,scu,language,Eurasia,31.6862,78.3865
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Lahaulic",patt1248,Pattani,lae,language,Eurasia,32.6963,76.5966
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Lahaulic,Pattani",cent2002,Central Pattani,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Lahaulic,Pattani",cham1308,Chamba-Lahuli,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Lahaulic,Pattani",east2348,Eastern Pattani,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Bodic,West Himalayish,Western West Himalayish,Lahaulic",tina1246,Tinani,lbf,language,Eurasia,32.2852,77.9912
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok",dima1251,Dimasa,dis,language,Eurasia,25.4198,93.1806
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Dimasa",hari1249,Hariamba,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Dimasa",nucl1318,Nuclear Dimasa,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic",kokb1239,Kok Borok,trp,language,Eurasia,23.1916,91.4673
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic,Kok Borok",debb1238,Debbarma,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic,Kok Borok",jama1260,Jamatia,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic,Kok Borok",noat1238,Noatia,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic,Kok Borok",hala1254,Riang (Bru),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic",rian1262,Riang (India),ria,language,Eurasia,23.6803,92.0321
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic",tipp1239,Tippera,tpe,language,Eurasia,23.5864,92.074700000000007
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Dimasa-Kokborok,Tipperic",usui1238,Usui,usi,language,Eurasia,23.0131,91.7879
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Tiwa-Boro,Bodo-Mech-Kachari",bodo1269,Bodo-Mech,brx,language,Eurasia,26.1,92
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Tiwa-Boro,Bodo-Mech-Kachari,Bodo-Mech",chot1240,Chote,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Tiwa-Boro,Bodo-Mech-Kachari,Bodo-Mech",mech1238,Mech,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Tiwa-Boro,Bodo-Mech-Kachari",kach1279,Kachari,xac,language,Eurasia,26.6882,92.317
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Boroic,Tiwa-Boro",tiwa1253,Tiwa (India),lax,language,Eurasia,26.0667,92.2583
"Sino-Tibetan,Brahmaputran,Bodo-Garo",deor1238,Deori,der,language,Eurasia,26.86152,93.70572
"Sino-Tibetan,Brahmaputran,Bodo-Garo",garo1247,Garo,grt,language,Eurasia,25.2954,90.462
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",aben1248,A'beng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",achi1255,A'chick,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",awee1241,A'we,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",aben1247,Abeng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",achi1247,Achik,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",chis1241,Chisak,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",dacc1238,Dacca,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",ganc1238,Ganching,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",kamr1239,Kamrup,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Garo",matc1241,Matchi,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic",aton1241,Atong (India),aot,language,Eurasia,25.346508,90.658722
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic",koch1250,Koch,kdq,language,Eurasia,25.7962,90.2566
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Koch",bana1283,Banai,NA,dialect,Eurasia,25.8,90.2
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Koch",hari1248,Harigaya,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Koch",satp1242,Satpariya,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Koch",tint1241,Tintekiya,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Koch",wana1265,Wanang (India),NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic",rabh1238,Rabha,rah,language,Eurasia,25.8248,91.1689
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Rabha",mait1251,Maitaria,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic,Rabha",rang1268,Rangdania,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Bodo-Garo,Kochic",ruga1238,Ruga,ruh,language,Eurasia,25.506,91.469
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho",sing1264,Northern Jinghpaw,sgp,language,Eurasia,27.296,95.606
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw",nort3289,Northeastern Jinghpaw,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw,Northeastern Jinghpaw",ding1242,Dingga,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw,Northeastern Jinghpaw",dulo1242,Duleng,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw",nort3288,Northwestern Jinghpaw,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw,Northwestern Jinghpaw",nump1234,Numphuk,NA,dialect,Eurasia,NA,NA
"Sino-Tibetan,Brahmaputran,Jingpho-Luish,Jingpho,Northern Jinghpaw,Northwestern Jinghpaw",turu1252,Turung (Jinghpaw),NA,dialect,Eurasia,NA,NA
