iso,languoid,affiliation,latitude,longitude,macro_area,country
meq,Merey,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Meri",10.7458,14.09,Africa,Cameroon
mfk,North Mofu,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Mofu",10.68339,14.11165,Africa,Cameroon
mif,Mofu-Gudur,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Mofu",10.56704,14.03144,Africa,Cameroon
mlw,Moloko,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere",10.79332,14.25209,Africa,Cameroon
muy,Muyang,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere",10.86047,14.21246,Africa,Cameroon
mxu,Mada (Cameroon),"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere",10.8806,14.11419,Africa,Cameroon
udl,Wuzlam,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Margi-Mandara-Mofu, Mofuic, Tokombere",10.95502,14.13782,Africa,Cameroon
bdn,Baldemu,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Maroua",10.90776,14.46735,Africa,Cameroon
gis,North Giziga,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Maroua",10.6755,14.21903,Africa,Cameroon
giz,South Giziga,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, Maroua",10.28092,14.1931,Africa,Cameroon
mje,Muskum,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, Musguic",11.5697,15.41126,Africa,Chad
mpk,Mbara (Chad),"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, Musguic, Musgu-Mbara",10.95854,15.53627,Africa,Chad
mug,Musgu,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, Musguic, Musgu-Mbara",10.84388,15.1065,Africa,"Cameroon, Chad"
bdm,Buduma,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma",13.069225,14.44918,Africa,"Nigeria, Cameroon, Chad"
aal,Afade,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma, Kotoko Septentrional",12.055125,14.63426,Africa,"Nigeria, Cameroon"
mpi,Mpade,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma, Kotoko Septentrional",12.4609266667,14.5833133333,Africa,"Nigeria, Cameroon, Chad"
msv,Maslam,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma, Kotoko Septentrional",12.191835,14.88728,Africa,"Cameroon, Chad"
mxf,Malgbe,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma, Kotoko Septentrional",12.53419,14.84752,Africa,"Cameroon, Chad"
NOCODE_Ngala-Barth,Ngala of Lake Chad,"Afro-Asiatic, Chadic, Biu-Mandara, North Biu-Mandara, North Kotoko-Buduma-Musgum, North Kotoko-Buduma, Kotoko Septentrional",NA,NA,Africa,Cameroon
syk,Sukur,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara",10.8933,13.64369,Africa,Nigeria
bcy,Bacama,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",9.53072,12.04157,Africa,Nigeria
bta,Bata,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",9.68091,12.676965,Africa,"Nigeria, Cameroon"
gdu,Gudu,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",10.12059,12.53591,Africa,Nigeria
hod,Holma,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",9.96843,13.19949,Africa,Nigeria 
jim,Jimi (Cameroon),"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",10.25105,13.52578,Africa,Cameroon
ngw,Ngwaba,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",10.0921,12.79419,Africa,Nigeria
nja,Nzanyi,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",10.06664,13.334295,Africa,"Nigeria, Cameroon"
NOCODE_Bacama-Yimburu,Bacama-Yimburu,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic",NA,NA,Africa,Nigeria 
fli,Fali,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic, Fali-Gude",10.54189,13.40867,Africa,Nigeria
gde,Gude,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Bataic, Fali-Gude",10.21381,13.403045,Africa,"Nigeria, Cameroon"
swq,Sharwa,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Sharwaic",10.14138,13.56571,Africa,Cameroon
tsh,Tsuvan,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Sharwaic",10.15511,13.62801,Africa,Cameroon
ziz,Zizilivakan,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Sharwaic",10.468925,13.523335,Africa,"Nigeria, Cameroon"
dbq,Daba,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic",10.35215,13.631775,Africa,"Nigeria, Cameroon"
dkx,Mazagway,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic",10.17501,13.68728,Africa,Cameroon
hna,Mina (Cameroon),"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic",10.38053,13.84054,Africa,Cameroon
xmd,Mbedam,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic",10.46599,13.93223,Africa,Cameroon
bhs,Buwal,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic, Buwal-Gavar",10.61513,13.88377,Africa,Cameroon
gou,Gavar,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Dabaic, Buwal-Gavar",10.56029,13.81878,Africa,Cameroon
cuv,Cuvok,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Matakam",10.64483,14.00059,Africa,Cameroon
maf,Mafa,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Matakam",10.94295,13.81812,Africa,"Nigeria, Cameroon"
mfj,Mefele,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Matakam",10.677,13.82013,Africa,Cameroon
bvw,Boga,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Eastern Tera",10.18797,12.93596,Africa,Nigeria
gqa,'Ga'anda',"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Eastern Tera",10.29554,12.6479,Africa,Nigeria
hwo,Hwana,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Eastern Tera",10.3633,12.76825,Africa,Nigeria
jaf,Jara,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Western Tera",10.52325,11.70359,Africa,Nigeria
ttr,Tera,"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Teraic, Western Tera",11.0376,11.80953,Africa,Nigeria
jie,Jilbe,"Afro-Asiatic, Chadic, Biu-Mandara, Unclassified Biu-Mandara",11.79919,14.57944,Africa,Nigeria
mvh,Mire,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 1",9.69132,16.99325,Africa,Chad
ndm,Ndam,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 1",9.79369,17.32598,Africa,Chad
sor,Somrai,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 1",9.65897,16.67839,Africa,Chad 
tmc,Tumak,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 1",9.43747,17.42159,Africa,Chad
bvf,Boor,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 2",10.09041,17.56478,Africa,Chad
gdk,Gadang,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 2",10.42499,16.997,Africa,Chad
mlj,Miltu,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 2",10.23467,17.41261,Africa,Chad 
swy,Sarua,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 2",10.59874,17.03098,Africa,Chad
lln,Lele (Chad),"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 1",9.158,15.81149,Africa,Chad
nnc,Nancere,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 1",9.31975,16.1282,Africa,Chad
kvf,Kabalai,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 2",9.38373,16.2821,Africa,Chad
tng,Tobanga,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 2",9.8289,16.20899,Africa,Chad
gab,Gabri,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 2, Gabri-Kimre",9.33955,16.62304,Africa,Chad
kqp,Kimre,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.2, East Chadic A.2 2, Gabri-Kimre",9.42071,16.94232,Africa,Chad
ker,Kera,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.3",9.881655,15.14194,Africa,"Cameroon, Chad"
kvi,Kwang,"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.3",10.11808,16.51288,Africa,Chad
bva,Barain,"Afro-Asiatic, Chadic, East Chadic, East Chadic B",11.11685,18.07644,Africa,Chad
moz,Mukulu,"Afro-Asiatic, Chadic, East Chadic, East Chadic B",11.86437,18.18217,Africa,Chad
muj,Mabire,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit",11.69795,18.62822,Africa,Chad
btf,Birgit,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Birgit-Mogum-Toram",12.02281,19.81819,Africa,Chad
mou,Mogum,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Birgit-Mogum-Toram",11.51991,18.60816,Africa,Chad
trj,Toram,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Birgit-Mogum-Toram",11.20271,19.52541,Africa,Chad
bid,Bidiyo,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Dangla",11.92036,18.80649,Africa,Chad
daa,Dangaleat,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Dangla",12.15165,18.38502,Africa,Chad
mmy,Migaama,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Dangla",12.23667,18.9614,Africa,Chad
jeu,Jonkor Bourmataguil,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Dangla-Mabire-Birgit, Dangla, Unclassified Dangla",11.50342,19.09535,Africa,Chad
ckq,Kajakse,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Mubic",12.24917,20.87897,Africa,Chad
mes,Masmaje,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Mubic",13.07604,19.27686,Africa,Chad
mub,Mubi,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Mubic",12.68932,19.59024,Africa,Chad
zrn,Zirenkel,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.1, Mubic",12.22745,18.53737,Africa,Chad
mcw,Mawa (Chad),"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3",11.74608,18.2999,Africa,Chad
ubi,Ubi,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3",11.80055,18.55796,Africa,Chad
saa,Saba,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3, Saba-Sokoro-Tamki",11.30721,18.49058,Africa,Chad
sok,Sokoro,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3, Saba-Sokoro-Tamki",11.46343,17.64235,Africa,Chad
tax,Tamki,"Afro-Asiatic, Chadic, East Chadic, East Chadic B, East Chadic B.3, Saba-Sokoro-Tamki",11.49256,18.22955,Africa,Chad
mpg,Marba,"Afro-Asiatic, Chadic, Masa, North Masa, Marba-Musey-Ham",9.50664,15.84438,Africa,Chad
mse,Musey,"Afro-Asiatic, Chadic, Masa, North Masa, Marba-Musey-Ham",9.816115,15.411505,Africa,"Cameroon, Chad"
NOCODE_Ham,Ham,"Afro-Asiatic, Chadic, Masa, North Masa, Marba-Musey-Ham",9.951721,15.590037,Africa,Chad 
mcn,Masana,"Afro-Asiatic, Chadic, Masa, North Masa, Masa-Gizey-Zumaya",10.0606,15.474835,Africa,"Cameroon, Chad"
NOCODE_Gizey,Gizey,"Afro-Asiatic, Chadic, Masa, North Masa, Masa-Gizey-Zumaya",10.023278,15.269103,Africa,Chad
zuy,Zumaya,"Afro-Asiatic, Chadic, Masa, North Masa, Masa-Gizey-Zumaya",10.55798,14.44451,Africa,Cameroon
hed,Herde,"Afro-Asiatic, Chadic, Masa, South Masa",9.14343,14.92668,Africa,Chad
lme,Peve,"Afro-Asiatic, Chadic, Masa, South Masa",9.16111,14.44097,Africa,"Cameroon, Chad"
nnn,Ngete,"Afro-Asiatic, Chadic, Masa, South Masa",9.31902,15.29053,Africa,Chad
zim,Mesme,"Afro-Asiatic, Chadic, Masa, South Masa",9.28888,15.7018,Africa,Chad
gwn,Gwandara,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.1",9.20464,7.49931,Africa,Nigeria
hau,Hausa,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.1",11.1512744444,8.7803988889,Africa,"Ghana, Eritrea, Chad, Sudan, Nigeria, Central African Republic, Togo, Congo, Germany, Niger, Cameroon, Burkina Faso, Benin"
kai,Karekare,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic",12.5176,10.87324,Africa,Nigeria
glo,Galambu,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Galambu-Bele",10.12581,10.25422,Africa,Nigeria
kks,Giiwo,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Galambu-Bele, Kirfi-Bele",10.35754,10.46037,Africa,Nigeria
nbh,Ngamo,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Galambu-Bele, Kirfi-Bele, Ngamo-Bele",12.00476,11.21085,Africa,Nigeria
bol,Bole,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Galambu-Bele, Kirfi-Bele, Ngamo-Bele, Bolanci-Bele",11.48388,11.23216,Africa,Nigeria
bxq,Beele,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Galambu-Bele, Kirfi-Bele, Ngamo-Bele, Bolanci-Bele",10.16088,10.42038,Africa,Nigeria
gea,Geruma,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Gera-Geruma-Kubi-Deno, Gera-Geruma",10.4775,9.78484,Africa,Nigeria
gew,Gera,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Gera-Geruma-Kubi-Deno, Gera-Geruma",10.4331,10.11999,Africa,Nigeria
dbb,Deno,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Gera-Geruma-Kubi-Deno, Kubi-Deno",10.63147,10.43937,Africa,Nigeria
kof,Kubi,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Nuclear Boleic, Gera-Geruma-Kubi-Deno, Kubi-Deno",10.62742,10.27461,Africa,Nigeria
bvh,Bure,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Unclassified Boleic",10.46033,10.45544,Africa,Nigeria
ktc,Kholok,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Unclassified Boleic",9.33645,10.96711,Africa,Nigeria
mew,Maaka,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Unclassified Boleic",11.50069,11.90347,Africa,Nigeria
nmi,Nyam,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Boleic, Unclassified Boleic",9.18024,10.83652,Africa,Nigeria
kna,Dera (Nigeria),"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic",10.07198,12.02564,Africa,Nigeria
kuh,Kushi,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic",9.40731,10.93957,Africa,Nigeria
pip,Pero,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic",9.62092,11.04395,Africa,Nigeria
piy,Piya-Kwonci,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic",9.31975,10.83786,Africa,Nigeria
tan,Tangale,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic, Tangale-Kwami-Kupto",9.75444,11.32278,Africa,Nigeria
kpa,Kutto,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic, Tangale-Kwami-Kupto, Kwami-Kupto",10.70744,11.49535,Africa,Nigeria
ksq,Kwaami,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.2, Tangalic, Nuclear Tangalic, Tangale-Kwami-Kupto, Kwami-Kupto",10.41412,11.01919,Africa,Nigeria
anc,Ngas,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3",9.32042,9.46146,Africa,Nigeria
gek,Yiwom,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3",8.97395,9.78757,Africa,Nigeria
sur,Mwaghavul,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3",9.47205,8.96522,Africa,Nigeria
ank,Goemai,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic",8.74455,9.72453,Africa,Nigeria
mtl,Montol,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic",9.01778,9.65014,Africa,Nigeria
tal,Tal,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic",9.15354,9.50774,Africa,Nigeria
kcs,Koenoem,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic, Unclassified Goemaic",9.01129,9.46622,Africa,Nigeria
pcw,Pyapun,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Goemaic, Unclassified Goemaic",9.09539,9.43733,Africa,Nigeria
cky,Cakfem-Mushere,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Kofyar-Mushere-Chip",9.00924,9.16071,Africa,Nigeria
kwl,Kofyar,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Kofyar-Mushere-Chip",8.79947,9.15279,Africa,Nigeria
mjs,Miship,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Kofyar-Mushere-Chip",9.20477,9.33752,Africa,Nigeria
jrt,Jorto,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3, Unclassified West Chadic A.3",8.93055,9.42486,Africa,Nigeria
fie,Fyer,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Fyer-Tambas",9.49936,9.29503,Africa,Nigeria 
tdk,Tambas,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Fyer-Tambas",9.36039,9.32836,Africa,Nigeria
cla,Ron,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic",8.96481,8.97756,Africa,Nigeria
kul,Kulere,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic",8.96481,8.97756,Africa,Nigeria
NOCODE_Mangar,Mangar,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic",9.068012,8.73608,Africa,Nigeria
scw,Sha,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic",9.23281,8.77569,Africa,Nigeria
kbz,Duhwa,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic, Mundat-Karfa",9.32586,8.77995,Africa,Nigeria
mmf,Mundat,"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.4, Ronic, Mundat-Karfa",9.15151,8.76875,Africa,Nigeria
dbp,Duwai,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.1",12.80297,11.33668,Africa,Nigeria
ngi,Ngizim,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.1, Ngizim-Southwestern Bade",12.10505,11.0178,Africa,Nigeria
bde,Bade,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.1, Ngizim-Southwestern Bade, Shira-Southwestern Bade",12.78899,10.65567,Africa,Nigeria
auo,Auyokawa,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.1, Ngizim-Southwestern Bade, Shira-Southwestern Bade, Shira",9.85747,11.32197,Africa,Nigeria
twc,Teshenawa,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.1, Ngizim-Southwestern Bade, Shira-Southwestern Bade, Shira",9.64189,8.35594,Africa,Nigeria
ajw,Ajawa,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",10.21005,9.89205,Africa,Nigeria
bbt,Mburku,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",10.92756,9.81365,Africa,Nigeria
dwa,Diri,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",11.17012,9.32363,Africa,Nigeria
jmb,Zumbun,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",10.82701,9.9683,Africa,Nigeria 
pqa,'Pa'a',"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",11.01752,9.30091,Africa,Nigeria
sir,Siri,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",10.76404,9.66743,Africa,Nigeria
tgd,Ciwogai,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2",10.88806,9.88558,Africa,Nigeria
kil,Kariya,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2, Warji-Gala-Kariya",11.01194,9.63992,Africa,Nigeria
mkf,Miya,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2, Warji-Gala-Kariya",10.92343,9.71505,Africa,Nigeria
wji,Warji,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.2, Warji-Gala-Kariya",11.17175,9.56925,Africa,Nigeria 
bux,Boghom,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Boghomic",9.49679,10.11454,Africa,Nigeria
kkr,Kir-Balar,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Boghomic, Kir-Mangas",10.14563,9.77003,Africa,Nigeria
zns,Mangas,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Boghomic, Kir-Mangas",10.0839,9.76103,Africa,Nigeria
grd,Guruntum-Mbaaru,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Guruntumic",9.87332,10.16204,Africa,Nigeria
jmi,Jimi (Nigeria),"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Guruntumic",10.72987,9.8118,Africa,Nigeria 
juu,Ju,"Afro-Asiatic, Chadic, West Chadic, West Chadic B, West Chadic B.3, South Bauchi East, Guruntumic, Tala-Sho-Zangwal",10.18448,9.81175,Africa,Nigeria
