"iso";"discription";"lang";"longitude";"latitude";"macro_area";"country.x"
"spt";"Sino-Tibetan, Bodic, Bodish, Old-Modern Tibetan, Tibetic, Lahauli-Spiti, Spiti-Jad";"Spiti Bhoti";77,833;32,526;"Eurasia";"India"
"spu";"Austroasiatic, Bahnaric, West Bahnaric, Nuclear West Bahnaric, Sapuan-Sok";"Sapuan";106,84294;15,36919;"Eurasia";"Laos"
"spy";"Nilotic, Southern Nilotic, Kalenjin, Elgon-Mau Kalenjin";"Sabaot";34,66642;1,01297;"Africa";"Kenya"
"sqa";"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Shiroro-Kamuku, Kamuku-Hungwarya, Kamuku, Rogo-Sagamuk-Sama-Sambuga, Sagamuk-Sama-Sambuga";"Shama-Sambuga";6,20275;10,43695;"Africa";"Nigeria"
"sqh";"Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Central Kainji, Basa-Eastern Kainji, Eastern Kainji, Jos, Northern Jos, Lameic";"Shau";9,06674;10,275;"Africa";"Nigeria"
"sqk";"Sign Language, Deaf Sign Language";"Albanian Sign Language";NA;NA;"Eurasia";"Albania"
"sqm";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gbaya-Manza-Ngbaka, Gbaya Meridional-Occidental, Bokoto-Gbeya, Gbeya, Gbeya-Suma";"Suma";17,00927;7,0953;"Africa";"Central African Republic"
"sqn";"Iroquoian, Northern Iroquoian";"Susquehannock";-76,208;41,169;"North America";"United States"
"sqo";"Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern Iranian, Semnanic";"Sorkhei";53,21897;35,45652;"Eurasia";"Iran"
"sqq";"Austroasiatic, Bahnaric, West Bahnaric, Nuclear West Bahnaric, Loven-Suq";"Sou";106,53974;14,687;"Eurasia";"Laos"
"sqs";"Sign Language, Deaf Sign Language";"Sri Lankan Sign Language";79,85696;7,10588;"Eurasia";"Sri Lanka"
"sqt";"Afro-Asiatic, Semitic, West Semitic, Modern South Arabian, Eastern MSA";"Soqotri";53,91675;12,48924;"Eurasia";"United Arab Emirates"
"squ";"Salishan, Central Salish";"Squamish";-123,01406;49,32306;"North America";"Canada"
"sra";"Nuclear_Trans_New_Guinea, Madang, Croisilles, Mabuso, Hanseman";"Saruga";145,57798;-5,08824;"Papua";"Papua New Guinea"
"srb";"Austroasiatic, Mundaic, South Munda, Sora-Juray-Gorum, Sora-Juray";"Sora";84,19005;19,12127;"Eurasia";"India"
"src";"Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Southern Romance, Sardo-Corsican, Sardinian";"Logudorese Sardinian";9,09957;40,49001;"Eurasia";"Italy"
"sre";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Land Dayak, Bakati'";"Sara";109,6155;1,20403;"Papua";"Indonesia (Papua)"
"srf";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Huon Gulf, Markham, Lower Markham, Busu";"Nafi";146,81512;-6,43306;"Papua";"Papua New Guinea"
"srg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, West Bisayan, Kinarayan";"Sulod";122,55113;11,24728;"Papua";"Philippines"
"srh";"Indo-European, Indo-Iranian, Iranian, Eastern Iranian, Southeastern Iranian, Shughni-Yazgulami, Shughnic";"Sarikoli";75,14486;37,90501;"Eurasia";"China"
"sri";"Tucanoan, Eastern Tucanoan, Western Eastern Tucanoan, Cubeo-Desano, Yupua-Siriano-Desano, Siriano-Desano";"Siriano";-70,184015;0,436515;"South America";"Brazil"
"srk";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, North Borneo Malayo-Polynesian, Southwest Sabahan, Greater Dusunic, Paitanic";"Serudung Murut";117,27931;4,39954;"Papua";"Malaysia (Peninsular)"
"srl";"Greater_Kwerba";"Isirawa";138,59509;-1,88775;"Papua";"Indonesia (Papua)"
"srm";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Guinea Coast Creole English, Surinamese Creole English";"Saramaccan";-54,02384;4,547285;"South America";"French Guiana"
"srn";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Guinea Coast Creole English, Surinamese Creole English, Srananic";"Sranan Tongo";-55,33;5,83;"South America";"Netherlands Antilles"
"sro";"Indo-European, Italic, Latino-Faliscan, Latinic, Imperial Latin, Romance, Southern Romance, Sardo-Corsican, Sardinian";"Campidanese Sardinian";9,03935;39,05656;"Eurasia";"Italy"
"srp";"Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic, Serbian-Croatian-Bosnian";"Serbian";21,9191842857;44,3238442857;"Eurasia";"Canada"
"srq";"Tupian, Maweti-Guarani, Aweti-Guarani, Tupi-Guarani, Tupi-Guarani Subgroup II, Siriono-Jora";"Siriono";-63,9688;-15,52979;"South America";"Bolivia"
"srr";"Atlantic-Congo, North-Central Atlantic, North Atlantic, Peul-Serer";"Sereer";-16,39165;13,8941;"Africa";"Gambia"
"srs";"Athapaskan-Eyak-Tlingit, Athapaskan-Eyak, Athapaskan, Northern Athapaskan";"Sarsi";-114,301;50,8822;"North America";"Canada"
"srt";"Geelvink_Bay, Barapasi-Sauri-Kofei, Sauri-Kofei";"Sauri";136,7902;-2,33349;"Papua";"Indonesia (Papua)"
"sru";"Tupian, Monde";"Surui";-61,28185;-11,0989;"South America";"Brazil"
"srv";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, Central Bisayan, Warayan";"Waray Sorsogon";124,01464;12,67953;"Papua";"Philippines"
"srw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Timoric A, Northern Timoric A, Teun-Nila-Serua, Nila-Serua";"Serua";128,96625;-3,21229;"Papua";"Indonesia (Papua)"
"srx";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northern zone, Himachali, Nuclear Himachali";"Sirmauri";77,17;31,1;"Eurasia";"India"
"sry";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Schouten linkage, Siau, Sissano-Tumleo, Sera-Sissano";"Sera";141,9508;-2,9854;"Papua";"Papua New Guinea"
"srz";"Indo-European, Indo-Iranian, Iranian, Western Iranian, Northwestern Iranian, Caspian, Mazanderani-Shahmirzadi";"Shahmirzadi";53,32002;35,77796;"Eurasia";"Iran"
"ssb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, Sama-Bajaw, Sulu-Borneo, Inner Sulu Sama";"Southern Sama";119,379615;5,075455;"Papua";"Philippines"
"ssc";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara";"Suba-Simbiti";34,103295;-0,95719;"Africa";"Tanzania"
"ssd";"Nuclear_Trans_New_Guinea, Madang, Rai Coast, Kabenau";"Siroi";145,9938;-5,52893;"Papua";"Papua New Guinea"
"sse";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, Sama-Bajaw, Sulu-Borneo, Inner Sulu Sama";"Balangingi";119,299715;6,231445;"Papua";"Philippines"
"ssf";"Austronesian, Nuclear Austronesian, Western Plains Austronesian";"Thao";120,92981;23,83329;"Papua";"Taiwan"
"ssg";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Admiralty Islands, Western Admiralty Islands";"Seimat";145,074;-1,5297;"Papua";"Papua New Guinea"
"ssh";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Arabian, Arabic, Arabian Peninsula Arabic";"Shihhi Arabic";56,171125;25,93902;"Eurasia";"United Arab Emirates"
"ssi";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northwestern zone, Sindhi-Lahnda, Eastern Panjabic";"Sansi";72,683765;28,73638;"Eurasia";"Pakistan"
"ssj";"Nuclear_Trans_New_Guinea, Madang, Rai Coast, Evapia, Kesawai-Sausi";"Sausi";145,49195;-5,6873;"Papua";"Papua New Guinea"
"ssk";"Sino-Tibetan, Bodic, Tibeto-Kanauri, Eastern Tibeto-Kanauri, Central-Eastern Tibeto-Kanauri";"Sunam";78,45134;31,80796;"Eurasia";"India"
"ssl";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Gur, Central Gur, Southern Central Gur, Grusi, East-West Grusi, Western Grusi, Sisaala-Chakali, Sisaala, Northwestern Sisaala";"Western Sisaala";-2,36423;10,85614;"Africa";"Ghana"
"ssm";"Austroasiatic, Aslian, Central-Northern Aslian, Senoic, Lanoh-Semnam-Temiar, Lanoh-Semnam";"Semnam";101,05796;5,27617;"Eurasia";"Malaysia (Peninsular)"
"ssn";"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Southern Lowland East Cushitic, Mainstream Lowland East Cushitic, Oromoid, Nuclear Oromo, Central-Eastern Oromo, South-East-North Oromo";"Waata";37,85681;0,55656;"Africa";"Kenya"
"sso";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Schouten linkage, Siau, Sissano-Tumleo, Sera-Sissano, Sissanoic";"Sissano";142,04893;-3,01976;"Papua";"Papua New Guinea"
"ssp";"Sign Language, Deaf Sign Language, Spanish Sign";"Spanish Sign Language";-3,70738;40,03136;"Eurasia";"Spain"
"ssq";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Flores-Sumba-Hawu, Flores Barat, Ngada-Lio-Paluqe, Ngada-Lio, Ngada";"So'a";121,04764;-8,6778;"Papua";"Indonesia (Papua)"
"ssr";"Sign Language, Deaf Sign Language, LSFic";"Swiss-French Sign Language";6,78425;46,72252;"Eurasia";"Switzerland"
"sss";"Austroasiatic, Katuic, West Katuic, Brou-So";"So";105,000745;16,908105;"Eurasia";"Thailand"
"sst";"Nuclear_Trans_New_Guinea, Chimbu-Wahgi, Simbu, Nuclear Simbu, Golinic";"Sinasina";145,03242;-6,08728;"Papua";"Papua New Guinea"
"ssu";"Angan, Nuclear Angan, Wojokesic, Kamasa-Susuami";"Susuami";146,56144;-7,19275;"Papua";"Papua New Guinea"
"ssv";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Northern Vanuatu, Espiritu Santo, East Santo";"Ngen";167,13583;-15,35492;"Papua";"Vanuatu"
"ssw";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Southern Bantu-Makua, Nguni-Tsonga, Nguni (S.40), Southern Ndebele-Lowland";"Swati";31,5;-26;"Africa";"Lesotho"
"ssx";"Nuclear_Trans_New_Guinea, Enga-Kewa-Huli, Kewa-Huli, Sau-Angal-Kewa";"Samberigi";143,95093;-6,7028;"Papua";"Papua New Guinea"
"ssy";"Afro-Asiatic, Cushitic, East Cushitic, Lowland East Cushitic, Saho-Afar";"Saho";40,168535;14,401905;"Africa";"Eritrea"
"ssz";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Ngero-Vitiaz linkage, Vitiaz linkage, Southwest New Britain linkage, Arawe-Pasismanua, Pasismanua";"Sengseng";149,7841;-6,16474;"Papua";"Papua New Guinea"
"sta";"Pidgin, Swahili based pidgin";"KiSetla";28,69228;-15,60667;"Africa";"Zambia"
"stb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Subanen, Nuclear Subanen, East Nuclear Subanen";"Northern Subanen";123,58754;8,5232;"Papua";"Philippines"
"stc";"Spurious, Retired";"Natugu";165,835;-10,6771;"Papua";"Solomon Islands"
"std";"Unattested";"Sentinel";92,25339;11,55297;"Eurasia";"India"
"ste";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Central Maluku, East Central Maluku, East Seram, Setic";"Liana-Seti";129,89879;-3,11832;"Papua";"Indonesia (Papua)"
"stf";"Nuclear_Torricelli, West Wapei";"Seta";141,74786;-3,42155;"Papua";"Papua New Guinea"
"stg";"Austroasiatic, Bahnaric, West Bahnaric, Unclassified West Bahnaric";"Trieng";107,51545;15,50022;"Eurasia";"Viet Nam"
"sth";"Mixed Language, Irish-undocumented";"Shelta";-7,73983;53,79071;"Eurasia";"United Kingdom"
"sti";"Austroasiatic, Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Stieng";"Bulo Stieng";106,798205;11,97773;"Eurasia";"Viet Nam"
"stj";"Mande, Eastern Mande, Bisa-Busa, Samo-Busa, Mande Samo";"Matya Samo";-3,25128;13,10271;"Africa";"Burkina Faso"
"stk";"Morehead-Wasur, Morehead-Maro, Tonda";"Arammba";141,44504;-8,29593;"Papua";"Papua New Guinea"
"stl";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Altsachsisch, Middle-Modern Low German, Low German";"Stellingwerfs";6,09112;52,89329;"Eurasia";"Netherlands"
"stm";"Nuclear_Trans_New_Guinea, Asmat-Awyu-Ok, Awyu-Ok, Ok-Oksapmin, Ok, Mountain Ok";"Setaman";141,83348;-5,31134;"Papua";"Papua New Guinea"
"stn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Southeast Solomonic, Longgu-Malaita-Makira, Malaita-Makira, Makira";"Owa";162,30467;-10,82553;"Papua";"Solomon Islands"
"sto";"Siouan, Core Siouan, Mississippi Valley, Dakotaic";"Stoney";-114,98424;51,19392;"North America";"Canada"
"stp";"Uto-Aztecan, Southern Uto-Aztecan, Tepiman, Tepehuan, Southern Tepehuan";"Southeastern Tepehuan";-103,98322;23,15844;"North America";"Mexico"
"stq";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Frisian";"Saterfriesisch";7,721;53,117;"Eurasia";"Germany"
"str";"Salishan, Central Salish";"Straits Salish";-123,03716;48,722045;"North America";"Canada"
"sts";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Northwestern zone, Kunar, Gawarbatic";"Shumashti";70,56956;34,47557;"Eurasia";"Afghanistan"
"stt";"Austroasiatic, Bahnaric, South Bahnaric, Mnong-Stieng-Chrau, Stieng";"Budeh Stieng";106,69098;11,69167;"Eurasia";"Viet Nam"
"stu";"Austroasiatic, Khasi-Palaung, Palaungic, East Palaungic, Waic, Bulangic";"Samtao";99,257565;22,018475;"Eurasia";"Thailand"
"stv";"Afro-Asiatic, Semitic, West Semitic, Ethiosemitic, South Ethiopic, Transversal South Ethiopic, Harari-East Gurage, Silte-Wolane";"Silt'e";38,14491;7,77004;"Africa";"Ethiopia"
"stw";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Micronesian, Nuclear Micronesian, Central Micronesian, Western Micronesian, Chuukic-Ponapeic, Trukic, Nuclear Trukic, Central Trukic, Satawalese-Carolinian";"Satawalese";147,03831;7,36084;"Papua";"Micronesia"
"sua";"Sulka";"Sulka";151,89079;-5,03471;"Papua";"Papua New Guinea"
"sub";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Kongo-Yaka-Suku-Hungan, Nuclear Kongo-Yaka-Suku-Hungan, Yaka-Suku";"Suku";17,77356;-5,76495;"Africa";"Democratic Republic of the Congo"
"suc";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Subanen, Western Subanen";"Western Subanon";122,34101;7,79964;"Papua";"Philippines"
"sue";"Nuclear_Trans_New_Guinea, Greater Binanderean, Binanderean, North Binanderean";"Suena";147,53436;-7,76339;"Papua";"Papua New Guinea"
"sug";"Nuclear_Trans_New_Guinea, Asmat-Awyu-Ok, Awyu-Ok, Ok-Oksapmin, Ok, Mountain Ok, Mianic";"Suganga";141,19955;-4,5071;"Papua";"Papua New Guinea"
"sui";"Suki-Gogodala";"Suki";141,84239;-8,04783;"Papua";"Papua New Guinea"
"suj";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, Western Lakes Bantu, Kivu, West Highlands Kivu, Hangaza-Shubi";"Shubi";31,06809;-2,97663;"Africa";"Tanzania"
"suk";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Sukuma-Nyamwezi (F.20), Nyamwezic";"Sukuma";32,87653;-3,16082;"Africa";"Tanzania"
"sul";"Spurious, Retired, Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Central Philippine, Bisayan, South Bisayan, Surigao";"Surigaonon";NA;NA;"Papua";"Philippines"
"sum";"Spurious, Retired, Misumalpan, Sumalpan, Sumuic";"Sumu";NA;NA;"North America";"Nicaragua"
"sun";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Malayo-Sumbawan, Sundanese-Badui";"Sundanese";107,10636;-6,89708;"Papua";"Indonesia (Papua)"
"suq";"Surmic, South Surmic, Southeast Surmic, Pastoral Surmic, Suri-Mursi";"Suri";35,08229;6,032055;"Africa";"Sudan"
"sur";"Afro-Asiatic, Chadic, West Chadic, West Chadic A, West Chadic A.2-3, West Chadic A.3";"Mwaghavul";8,96522;9,47205;"Africa";"Nigeria"
"sus";"Mande, Western Mande, Manding-Kpelle, Central Mande, Susu-Yalunka";"Susu";-13,36282;10,4046333333;"Africa";"Guinea"
"sut";"Otomanguean, Western Otomanguean, Tlapanec-Manguean, Subtiaba-Tlapanec";"Subtiaba";-86,91665;12,46666;"North America";"Nicaragua"
"suv";"Sino-Tibetan, Kho-Bwa";"Puroik";92,35574;27,65889;"Eurasia";"India"
"suw";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Sukuma-Nyamwezi (F.20)";"Sumbwa";31,94568;-3,47335;"Africa";"Tanzania"
"sux";"Sumerian";"Sumerian";45,6666666667;31,3;"Eurasia";"Iraq"
"suy";"Nuclear-Macro-Je, Je, Je Setentrional";"Suya";-53,07426;-11,51782;"South America";"Brazil"
"suz";"Sino-Tibetan, Himalayish, Mahakiranti, Kiranti, Western Kiranti, Northwestern Kiranti";"Sunwar";86,24762;27,52009;"Eurasia";"Nepal"
"sva";"Kartvelian";"Svan";42,59155;42,91337;"Eurasia";"Georgia"
"svb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, North New Guinea linkage, Schouten linkage, Siau";"Ulau-Suain";142,84499;-3,32876;"Papua";"Papua New Guinea"
"svc";"Indo-European, Germanic, Northwest Germanic, West Germanic, North Sea Germanic, Anglo-Frisian, Anglian, Mercian, Macro-English, Guinea Coast Creole English, Caribbean English Creole, Eastern Caribbean Creole, Vincent-Grenadian Creole";"Vincentian Creole English";-61,19632;13,24357;"North America";"Saint Vincent and the Grenadines"
"sve";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, Babar, South Babar, Masela-South Babar";"Serili";129,90062;-8,11241;"Papua";"Indonesia (Papua)"
"svk";"Sign Language, Deaf Sign Language, LSFic, Central European Sign";"Slovakian Sign Language";18,12475;48,04632;"Eurasia";"Slovakia"
"svl";"Sino-Tibetan, Burmo-Qiangic, Lolo-Burmese, Loloish, Ni-Li-Kazhouish, Lisoid, Nuclear Lisoid, Lisu-Laluba-Lavu, Laluba-Lavu, Lalo";"Southern Lalo";99,33;23,5;"Eurasia";"China"
"svm";"Indo-European, Balto-Slavic, Slavic, South Slavic, Western South Slavic";"Slavomolisano";NA;NA;"Eurasia";"Italy"
"svr";"Spurious, Dravidian, South Dravidian, South Dravidian II, Teluguic";"Savara";84,14137;18,73023;"Eurasia";"India"
"svs";"Savosavo";"Savosavo";159,81438;-9,12853;"Papua";"Solomon Islands"
"swb";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Mijikenda-Pokomo-Comorian, Comorian Bantu, Shindzwani-Shimaore";"Maore Comorian";45,13625;-15,40551;"Africa";"Mayotte"
"swc";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Sabaki-Swahili, Swahili (G.40)";"Congo Swahili";27,41958;-7,2692;"Africa";"Democratic Republic of the Congo"
"swe";"Indo-European, Germanic, Northwest Germanic, North Germanic, East Scandinavian, Macro-Swedish";"Swedish";17,389526;59,800634;"Eurasia";"Canada"
"swf";"Atlantic-Congo, Volta-Congo, North Volta-Congo, Adamawa-Ubangi, Ubangi, Sere-Ngbaka-Mba, Sereic, Sere-Indri, Sere-Bviri, Ndogo-Sere";"Sere";27,46881;4,71127;"Africa";"Democratic Republic of the Congo"
"swg";"Indo-European, Germanic, Northwest Germanic, West Germanic, High German, Middle-Modern High German, Modern High German, Alpine Germanic, Alemannic";"Swabian";7,12775;49,38788;"Eurasia";"Germany"
"swh";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Northeast Coastal Bantu, Coastal NEC Bantu, Sabaki-Swahili, Swahili (G.40)";"Swahili";37,6240325;-8,2560525;"Africa";"Canada"
"swi";"Tai-Kadai, Kam-Tai, Kam-Sui, Then-MMS, Maonan-Mak-Sui";"Sui";106,56279;24,048835;"Eurasia";"Viet Nam"
"swj";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Sira (B.40), Sangu-Sira-Punu, Sira-Punu, Sira-Barama";"Sira";10,46345;-1,78084;"Africa";"Gabon"
"swk";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Sena-Nyanja, Senaic";"Malawi Sena";34,99095;-16,6183;"Africa";"Malawi"
"swl";"Sign Language, Deaf Sign Language, Swedish Sign";"Swedish Sign Language";16,11326;58,92897;"Eurasia";"Sweden"
"swm";"Nuclear_Trans_New_Guinea, Madang, Croisilles, Mabuso, Hanseman, Wamas-Samosa-Murupi-Mosimo";"Samosa";145,53729;-5,01391;"Papua";"Papua New Guinea"
"swn";"Afro-Asiatic, Berber, Libyan-Egyptian Oases Berber";"Sawknah-Fogaha";15,97425;29,16;"Africa";"Libya"
"swo";"Pano-Tacanan, Panoan, Mainline Pano, Pano Nawa, Headwaters Pano, Yaminawa Complex";"Shanenawa";-73,326416;-8,009188;"South America";"Brazil"
"swp";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, Western Oceanic linkage, Papuan Tip linkage, Nuclear Papuan Tip linkage, Suauic, Suau chain";"Suau";150,20977;-10,66062;"Papua";"Papua New Guinea"
"swq";"Afro-Asiatic, Chadic, Biu-Mandara, South Biu-Mandara, Bata-Sharwa, Sharwaic";"Sharwa";13,56571;10,14138;"Africa";"Cameroon"
"swr";"Yawa";"Saweru";136,29569;-1,91473;"Papua";"Indonesia (Papua)"
"sws";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Central Malayo-Polynesian, South Tanimbar";"Seluwasan";131,25029;-7,59918;"Papua";"Indonesia (Papua)"
"swt";"Timor-Alor-Pantar, Alor-Pantar, Alor, East Alor, East Alor Montane";"Sawila";125,07769;-8,29105;"Papua";"Indonesia (Papua)"
"swu";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Gorontalo-Mongondow, Gorontalic";"Suwawa";123,36187;0,4907;"Papua";"Indonesia (Papua)"
"swv";"Indo-European, Indo-Iranian, Indo-Aryan, Indo-Aryan Central zone, Subcontinental Central Indo-Aryan, Gujarati-Rajasthani, Rajasthani";"Shekhawati";75,407;27,34;"Eurasia";"India"
"sww";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Central-Eastern Malayo-Polynesian, Eastern Malayo-Polynesian, Oceanic, North and Central Vanuatu, Central Vanuatu, South Pentecost, Seke-Sowa";"Sowa";168,18653;-15,82653;"Papua";"Vanuatu"
"swx";"Arawan";"Suruaha";-66,31458;-6,82525;"South America";"Brazil"
"swy";"Afro-Asiatic, Chadic, East Chadic, East Chadic A, East Chadic A.1, East Chadic A.1 2";"Sarua";17,03098;10,59874;"Africa";"Chad"
"sxb";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, East Bantu, Northeast Savanna Bantu, Great Lakes Bantu, East Nyanza, Nyanza Mara, North Mara";"Suba";34,103295;-0,95719;"Africa";"Kenya"
"sxe";"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern Bantoid, Narrow Bantu, Central-Western Bantu, Njebe-Mbete-Teke, Sigu-Njebi";"Sighu";13,12143;-0,95605;"Africa";"Gabon"
"sxg";"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Naic";"Shixing";100,40036;28,38951;"Eurasia";"China"
"sxk";"Kalapuyan";"Yoncalla";NA;NA;"North America";"United States"
"sxm";"Austroasiatic, Pearic, Western Pearic, Northern Chong";"Samre";103,978;13,47899;"Eurasia";"Cambodia"
"sxn";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Sangiric, Northern Sangiric, Sangil-Sangir";"Sangir";125,604075;4,459695;"Papua";"Indonesia (Papua)"
"sxr";"Austronesian, Nuclear Austronesian, Kanakanavu-Saaroa";"Saaroa";120,71074;23,2632;"Papua";"Taiwan"
"sxs";"Atlantic-Congo, Volta-Congo, Benue-Congo, Akpes-Edoid, Edoid, North-Central Edoid, Unclassified North-Central Edoid, Igwe-Enwa-Sasaru";"Sasaru";6,07531;7,06193;"Africa";"Nigeria"
"sxu";"Indo-European, Germanic, Northwest Germanic, West Germanic, Franconian, High Franconian";"Upper Saxon";12,692;51,152;"Eurasia";"Germany"
"sxw";"Atlantic-Congo, Volta-Congo, Kwa Volta-Congo, Gbe, Eastern Gbe";"Saxwe Gbe";1,92015;6,58269;"Africa";"Benin"
"sya";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Barito, West Greater Barito, North West Greater Barito";"Siang";114,69349;-0,38398;"Papua";"Indonesia (Papua)"
"syb";"Austronesian, Nuclear Austronesian, Malayo-Polynesian, Greater Central Philippine, Subanen, Nuclear Subanen, East Nuclear Subanen";"Central Subanen";123,01765;8,12701;"Papua";"Philippines"
"syc";"Afro-Asiatic, Semitic, West Semitic, Central Semitic, Northwest Semitic, Aramaic, Eastern Aramaic";"Classical Syriac";42,143185;37,1129;"Eurasia";"Turkey"
